sample_id,dataset,split,image_path,person_index,localization_l2,failure,final_entropy,final_negative_peak,final_negative_margin,final_spread,pairwise_peak_distance_mean,pairwise_peak_distance_max,pairwise_js_mean,pairwise_js_max,geometry_semantics_conflict,semantic_peak_outside_geometry_support,probe_l2_2,probe_l2_5,probe_l2_8,probe_l2_11,risk_random,risk_final_confidence,risk_final_plus_disagreement
synthetic-ed90df3a8a3e606a901d,synthetic,smoke,synthetic/synthetic_00038.jpg,0,0.0314221608310018,0,0.6186488115409611,-0.035574548675058236,-0.0003177184779887682,0.09429273315660168,0.053187753908560065,0.09123958466923199,0.0688738678586065,0.17770077521249553,0.016129032258064505,0,0.008458890307831292,0.07788120960283015,0.0314221608310018,0.0314221608310018,0.24595643803742984,0.3863709551221256,-0.04165025445316836
synthetic-dabc5391cdf6b83a3476,synthetic,smoke,synthetic/synthetic_00039.jpg,0,0.2220363339032731,1,0.6666169865464688,-0.024718471864329735,-6.877286498857896e-05,0.11238892722045751,0.10514461080802806,0.1737149937785324,0.3304982978098035,0.5832408092526221,0.03606561254031919,0,0.055146396128890614,0.0661507145984317,0.15985085650531808,0.19091792071291996,0.23925063092802357,0.8881433731655168,0.8640213633240892
synthetic-3384578e9d2de21672fb,synthetic,smoke,synthetic/synthetic_00040.jpg,0,0.09671400847613085,0,0.6282889097412828,-0.03393305275993953,-0.0001506401827390813,0.09740690889800432,0.06223920012119072,0.10200895677962513,0.14542687686417807,0.3035412181263283,0.016129032258064505,0,0.0029644704047366143,0.06546401544824143,0.1016537452531885,0.09671400847613085,0.9575466653446715,0.48156922390010587,0.16534855968970058
synthetic-6146c6bc601444261a9a,synthetic,smoke,synthetic/synthetic_00041.jpg,0,0.055265003676265,0,0.5068979116049902,-0.08071050775222674,-0.01475604739229816,0.06395485365995478,0.042088317874979526,0.06451612903225806,0.03278276744888017,0.08321523759086502,0.011404948083653981,0,0.02720658880178574,0.030342166250673645,0.019866489005219017,0.055265003676265,0.699129913063206,-1.4974840530379199,-1.0264349212763073
synthetic-e1c4ac642369322a456a,synthetic,smoke,synthetic/synthetic_00042.jpg,0,0.03287061214000439,0,0.5870433182045828,-0.04610102526788312,-0.004448717643132788,0.08444225973298147,0.029108675066522,0.045619792334615945,0.031298190191720233,0.06611390763233718,0.011404948083653981,0,0.03287061214000439,0.03287061214000439,0.057209915675943336,0.02002762978784085,0.6200676924719304,-0.14296276166365504,-0.4953895526807408
synthetic-a2ed21e931f2bee2eb9b,synthetic,smoke,synthetic/synthetic_00043.jpg,0,0.037331353089265565,0,0.4291007409899573,-0.13711583059602986,-0.03644760127232423,0.048840165382756734,0.04462668322443958,0.07213122508063831,0.08285686125386513,0.14872573104549405,0.011404948083653981,0,0.025097838436634223,0.025097838436634223,0.037331353089265565,0.05284263849131291,0.12662909080142704,-3.5341431266778716,-1.8404242432374995
synthetic-bbcd3080114176d3eec3,synthetic,smoke,synthetic/synthetic_00044.jpg,0,0.040550966743067594,0,0.6160829392478417,-0.03634505294370012,-0.0009858880938719491,0.09365223405371724,0.03133562970293655,0.04561979233461605,0.04683428081611193,0.09432221551208123,0.0,0,0.03772925356947181,0.03772925356947181,0.06967538083100981,0.040550966743067594,0.9289859619508626,0.3299857204103035,-0.259253226955783
synthetic-ecfb841598d20a7455f7,synthetic,smoke,synthetic/synthetic_00045.jpg,0,0.02507014923916621,0,0.5404017314390831,-0.06308822278574545,-0.006435565213432838,0.07182932497889985,0.01612903225806453,0.03225806451612906,0.028467916823694067,0.06852374232119991,0.0,0,0.02507014923916621,0.02507014923916621,0.0063552114350438,0.02507014923916621,0.9111103008086135,-0.715873718049575,-0.8107238206067845
synthetic-3ccc02e5c85963351d13,synthetic,smoke,synthetic/synthetic_00046.jpg,0,0.03734285876377539,0,0.5906583348442137,-0.044885697770597026,-0.0029841576272342935,0.08549594636261067,0.016129032258064502,0.032258064516129004,0.032150828947989984,0.054075721139417554,0.0,0,0.04169450491685303,0.03734285876377539,0.03734285876377539,0.03734285876377539,0.6645240646967957,-0.03518399516994182,-0.5126503263332829
synthetic-3c5b2ac3ad022fb9bc65,synthetic,smoke,synthetic/synthetic_00047.jpg,0,0.18696335015172644,1,0.6771546901227848,-0.023428240631061845,-0.00012208461267611964,0.11610447615891147,0.1482513012976808,0.24567010018915836,0.4141612574986115,0.6391569346388875,0.55702474041827,1,0.04579524840829728,0.09172913014222484,0.0990530694509604,0.19533829499712999,0.09498561055469246,0.9797961247215994,1.5218869195693736
synthetic-d0beb2e7da8d6c3cd57c,synthetic,smoke,synthetic/synthetic_00048.jpg,0,0.0358619650155432,0,0.5988439160766769,-0.04113226354102447,-0.0008904370241117759,0.08798223249401184,0.03763440860215053,0.06451612903225806,0.058652836062459614,0.13575015272062108,0.0,0,0.05787971082855319,0.05787971082855319,0.034281556906814364,0.0358619650155432,0.6259206852089346,0.16028347770114462,-0.26028864696809395
synthetic-e366fcce947cfc174755,synthetic,smoke,synthetic/synthetic_00049.jpg,0,0.09116747309496975,0,0.5258750468479468,-0.05912220796755174,-0.0019499678759285835,0.07453664050937452,0.07269597453379477,0.13300340727798904,0.16925402424419936,0.3682223653288964,0.011404948083654021,0,0.05016628330167657,0.023049285572725536,0.04883939544521058,0.07869198516681516,0.6105753225252264,-0.48134348470586313,-0.14117070966891776
synthetic-87ee7fbc851eac2503b7,synthetic,smoke,synthetic/synthetic_00050.jpg,0,0.25649727135596756,1,0.7101116668598869,-0.019603466031666936,-0.0003705274729011894,0.12936664101929776,0.18657746197433211,0.34290792944305326,0.4956753173036302,0.6904047599759833,0.5483870967741935,1,0.04137641729085524,0.14387413596023269,0.1866917599526814,0.3001150445840328,0.28419708950503153,1.2801536671989595,1.982023572927057
synthetic-bf50a01d2f3b41e9f413,synthetic,smoke,synthetic/synthetic_00051.jpg,0,0.01700026514142429,0,0.6340354541923245,-0.0308361172530414,-0.001388598589298136,0.10070426868175883,0.041165883061786986,0.06451612903225806,0.06053204234570287,0.098234440807228,0.022809896167307983,0,0.014266771504729964,0.036023586088186704,0.014266771504729964,0.03512042532636034,0.26851484040783236,0.5106578769751426,-0.09975369057314877
synthetic-85950b55d1d9b25672e6,synthetic,smoke,synthetic/synthetic_00052.jpg,0,0.06544575830592324,0,0.6351007068942441,-0.03260639559415219,-0.0011457774855592046,0.09973662330015012,0.05813203870989922,0.10200895677962506,0.11272068256290003,0.2409252932703776,0.022809896167307962,0,0.039909679867842024,0.034830151756732354,0.02181512636482588,0.09646906285995337,0.11445145116331645,0.4980807353315616,0.10776761798052152
synthetic-7d13f7f3ec7f115bd6ce,synthetic,smoke,synthetic/synthetic_00053.jpg,0,0.01873164519505898,0,0.6044976223401788,-0.041018713011950175,-0.004373810244567976,0.08971842650055269,0.042088317874979485,0.06451612903225801,0.05036040539142519,0.10631521194351497,0.016129032258064505,0,0.04709100562176033,0.045693370371941024,0.01873164519505898,0.020911988259333197,0.2519384217919223,0.03380444881584861,-0.31721186132100115
synthetic-8ef591acdd7ffdd110e1,synthetic,smoke,synthetic/synthetic_00054.jpg,0,0.012021942177916045,0,0.6833072884254983,-0.021706100324032886,-0.0013458765307007153,0.12035141866976196,0.016129032258064516,0.03225806451612903,0.017465573100458917,0.038177440500009166,0.0,0,0.02170596522889133,0.012021942177916045,0.012021942177916045,0.012021942177916045,0.021179156073023897,1.0095148484854768,-0.06821886165363804
synthetic-9fd9e611120c65322992,synthetic,smoke,synthetic/synthetic_00055.jpg,0,0.056413942789232584,0,0.521423172664916,-0.07091295544278405,-0.0060188353224475966,0.06726240902367829,0.021505376344086002,0.032258064516129004,0.03755533291942801,0.08860341984481464,0.011404948083653981,0,0.03611414469641627,0.03611414469641627,0.056413942789232584,0.056413942789232584,0.7936951149837687,-0.891490891543437,-0.8506218817735323
synthetic-db1565b8b00a6984c2e1,synthetic,smoke,synthetic/synthetic_00056.jpg,0,0.14796658039811808,0,0.6559490399212086,-0.025102794318150337,-0.00046390767918062445,0.1092616456037563,0.1108687049896442,0.18247916933846386,0.3326760985909846,0.5412789038265352,0.5360656125403191,1,0.02533396468237918,0.04935039328661191,0.11124220606339907,0.15196687726597538,0.03114752881025018,0.7898393195409188,1.1214469815626706
synthetic-3bf91bb46f088466e1d2,synthetic,smoke,synthetic/synthetic_00057.jpg,0,0.025211875003252098,0,0.5552571750551796,-0.057089967559667734,-0.004380736850260476,0.07562432425843851,0.04431527251139399,0.06451612903225801,0.07911233821899093,0.12154711671138066,0.011404948083653981,0,0.04163289916077753,0.04163289916077753,0.006412414118880212,0.038614815677764744,0.9553205112525852,-0.4617530381610101,-0.5036854817921088
synthetic-4883e03db9a696f6cf22,synthetic,smoke,synthetic/synthetic_00058.jpg,0,0.18888971822693051,1,0.6051644572226496,-0.0348575829150434,-0.001880809623766612,0.09271458978063925,0.11570443611282022,0.20655239475589832,0.3487261701388729,0.6335797688670918,0.55702474041827,1,0.032641569187662416,0.032641569187662416,0.10211090887995788,0.23273384932499241,0.6650666971658271,0.25030645712185545,1.001497973925461
synthetic-76758b00506b68572ea0,synthetic,smoke,synthetic/synthetic_00059.jpg,0,0.02141865580094759,0,0.6044431566952905,-0.038599526891403675,-0.0018810259634632898,0.09030535934281293,0.022809896167307983,0.045619792334615966,0.03175439200508325,0.08461982044315178,0.011404948083653992,0,0.02141865580094759,0.03428605518169906,0.02141865580094759,0.02141865580094759,0.7509906692495473,0.18388249336998722,-0.3565880932955943
synthetic-4772651795ab596fdd60,synthetic,smoke,synthetic/synthetic_00060.jpg,0,0.05343794942115534,0,0.579764970100349,-0.04854493503274628,-0.004163336590353041,0.08232834047468311,0.056301806209675176,0.07213122508063842,0.08361893279530502,0.13473018744791004,0.011404948083653981,0,0.03567528001935648,0.02232567694969097,0.08910784353024981,0.08465174555444176,0.07191809012013695,-0.20336080329252548,-0.3364129737266455
synthetic-8237a807ac212e9e362a,synthetic,smoke,synthetic/synthetic_00061.jpg,0,0.015757343225586428,0,0.6348616124831331,-0.03242790002017033,-0.00022459665205380036,0.09966596568895088,0.044626683224439585,0.07213122508063832,0.08028641207304134,0.1467535299830415,0.0,0,0.04709037737186045,0.04709037737186045,0.037461564868035556,0.037568753374442466,0.21248316573460813,0.5426218776675531,-0.03828396511491157
synthetic-03afeab5f0034ca554b6,synthetic,smoke,synthetic/synthetic_00062.jpg,0,0.14452682327466457,0,0.6715222156897618,-0.025853757384091194,-0.0016821584767067292,0.11315094213196102,0.11389374623995217,0.2163936752419151,0.3584718103555056,0.6394293772896398,0.5411211251096192,1,0.025306253187465703,0.0477120932695832,0.0747000016873416,0.18666920911526888,0.061431104272504755,0.8261273413520136,1.2684674732092465
synthetic-2912ffbcf97c2eb7721d,synthetic,smoke,synthetic/synthetic_00063.jpg,0,0.11547230353117284,0,0.5781902113778917,-0.047838142721729496,-0.0019838034818099454,0.08189213798181186,0.08240269154409863,0.13685937700384787,0.19122055469897783,0.4018435351796865,0.025502239194906257,0,0.0359523328574537,0.051378617464033625,0.07357881489369923,0.11547230353117284,0.5629658197661824,-0.1021429371693223,0.1011299465782393
synthetic-8357ae6b15d1860fee58,synthetic,smoke,synthetic/synthetic_00064.jpg,0,0.16920757696111272,1,0.5735175918207837,-0.04876314383757164,-0.0005512601293102964,0.0805649482409001,0.07417575954481902,0.10200895677962517,0.17917815084391922,0.33110541029386975,0.022809896167307983,0,0.05915627489594961,0.06196366713037116,0.09103117252127825,0.12501879981292138,0.7824605903159123,-0.07408425334907484,-0.005698473017505029
