sample_id,state,sequence_id,previous_path,current_path,previous_person_index,current_person_index,bbox_iou,crowd_bin,head_size_bin,baseline_v0_448_score,learned_sasa_ggsf_512_score,p1a_static_prior_512_score,p1a_prior_residual_512_score,sheet_path,review_valid_transition,review_temporal_context_helpful,review_issue_type,review_notes
2e0e7698396f,in_to_out,images/West World/22872_23016,images/West World/22872_23016/00022991.jpg,images/West World/22872_23016/00022992.jpg,0,0,0.9772477519893229,2,large,0.5689112544059753,0.4919494092464447,0.4682900011539459,0.28693655133247375,sheets/013_in_to_out_2e0e7698396f.jpg,,,,
eeb88c9f76e6,in_to_out,images/West World/43968_44040,images/West World/43968_44040/00044020.jpg,images/West World/43968_44040/00044021.jpg,0,0,0.9938286792606171,2,medium,0.716113805770874,0.8897390961647034,0.8955931067466736,0.8816600441932678,sheets/014_in_to_out_eeb88c9f76e6.jpg,,,,
254a2decafc4,out_to_in,images/Jamie Oliver/725_800,images/Jamie Oliver/725_800/00000757.jpg,images/Jamie Oliver/725_800/00000758.jpg,0,0,0.921310010885477,2,large,0.9614993929862976,0.8974698781967163,0.9113975763320923,0.9027294516563416,sheets/015_out_to_in_254a2decafc4.jpg,,,,
a3a828fe28cd,in_to_out,images/Hell's Kitchen/57032_57093,images/Hell's Kitchen/57032_57093/00057084.jpg,images/Hell's Kitchen/57032_57093/00057085.jpg,0,0,0.9953290956723061,1,large,0.18806174397468567,0.40277233719825745,0.3833688795566559,0.31790220737457275,sheets/016_in_to_out_a3a828fe28cd.jpg,,,,
31ccecf904ce,in_to_out,images/CBS This Morning/2487_2818,images/CBS This Morning/2487_2818/00002492.jpg,images/CBS This Morning/2487_2818/00002493.jpg,2,2,0.9994964753272906,3,large,0.7710927724838257,0.4480186104774475,0.4700963497161865,0.38259562849998474,sheets/017_in_to_out_31ccecf904ce.jpg,,,,
b61be1754444,in_to_out,images/Jamie Oliver/1900_1925,images/Jamie Oliver/1900_1925/00001918.jpg,images/Jamie Oliver/1900_1925/00001919.jpg,0,0,0.9527060543128876,2,large,0.9809181690216064,0.9190925359725952,0.9322867393493652,0.9261674284934998,sheets/018_in_to_out_b61be1754444.jpg,,,,
0e97f3f20585,in_to_out,images/I Wanna Marry Harry/5994_6114,images/I Wanna Marry Harry/5994_6114/00006014.jpg,images/I Wanna Marry Harry/5994_6114/00006015.jpg,0,0,0.9601719503508251,2,large,0.9197600483894348,0.5616786479949951,0.612451434135437,0.6362854242324829,sheets/019_in_to_out_0e97f3f20585.jpg,,,,
74562981aa8a,out_to_in,images/Survivor/6743_6834,images/Survivor/6743_6834/00006747.jpg,images/Survivor/6743_6834/00006748.jpg,0,0,0.9784208814922111,2,large,0.7579366564750671,0.5549755096435547,0.5619799494743347,0.6347157955169678,sheets/020_out_to_in_74562981aa8a.jpg,,,,
6fe00d882904,in_to_out,images/MLB Interview/18341_18942,images/MLB Interview/18341_18942/00018650.jpg,images/MLB Interview/18341_18942/00018651.jpg,2,2,1.0,4,large,0.9475191831588745,0.9794726371765137,0.981116533279419,0.9804454445838928,sheets/021_in_to_out_6fe00d882904.jpg,,,,
443366944eca,in_to_out,images/I Wanna Marry Harry/56127_56200,images/I Wanna Marry Harry/56127_56200/00056180.jpg,images/I Wanna Marry Harry/56127_56200/00056181.jpg,1,1,0.9890987634634612,2,large,0.26489874720573425,0.03897693753242493,0.03650293126702309,0.027225062251091003,sheets/022_in_to_out_443366944eca.jpg,,,,
fd620e545dfd,in_to_out,images/Survivor/15524_15675,images/Survivor/15524_15675/00015642.jpg,images/Survivor/15524_15675/00015643.jpg,3,3,0.9839504524521672,5+,medium,0.8407105207443237,0.9470926523208618,0.9459983110427856,0.9247698783874512,sheets/023_in_to_out_fd620e545dfd.jpg,,,,
8da072571ada,in_to_out,images/Titanic/16423_16544,images/Titanic/16423_16544/00016521.jpg,images/Titanic/16423_16544/00016522.jpg,0,0,0.9954477048716602,2,large,0.3333275318145752,0.1304413229227066,0.1562814563512802,0.14291803538799286,sheets/024_in_to_out_8da072571ada.jpg,,,,
a96184396397,in_to_out,images/Jamie Oliver/1225_1300,images/Jamie Oliver/1225_1300/00001297.jpg,images/Jamie Oliver/1225_1300/00001298.jpg,0,0,0.9554645837241131,2,large,0.9587608575820923,0.9824604392051697,0.9854241013526917,0.9842689037322998,sheets/025_in_to_out_a96184396397.jpg,,,,
8e13925a5aa6,out_to_in,images/It's Always Sunny in Philadelphia/28440_28560,images/It's Always Sunny in Philadelphia/28440_28560/00028551.jpg,images/It's Always Sunny in Philadelphia/28440_28560/00028552.jpg,1,1,0.9755320935265672,2,large,0.8971137404441833,0.6876848340034485,0.5904320478439331,0.4577086567878723,sheets/026_out_to_in_8e13925a5aa6.jpg,,,,
ef514b814bde,in_to_out,images/CBS This Morning/1738_1919,images/CBS This Morning/1738_1919/00001758.jpg,images/CBS This Morning/1738_1919/00001759.jpg,0,0,1.0,4,medium,0.7643429636955261,0.7464529275894165,0.8022962808609009,0.7901214361190796,sheets/027_in_to_out_ef514b814bde.jpg,,,,
9d7b5dbee6f2,in_to_out,images/It's Always Sunny in Philadelphia/25440_25530,images/It's Always Sunny in Philadelphia/25440_25530/00025453.jpg,images/It's Always Sunny in Philadelphia/25440_25530/00025454.jpg,1,1,0.9924165278690316,2,large,0.043955132365226746,0.20158304274082184,0.1654922366142273,0.19218581914901733,sheets/028_in_to_out_9d7b5dbee6f2.jpg,,,,
ecd99ddf47ee,in_to_out,images/West World/66360_66456,images/West World/66360_66456/00066409.jpg,images/West World/66360_66456/00066410.jpg,0,0,0.9913180834775904,1,large,0.6666558384895325,0.8044013977050781,0.7983798980712891,0.7936617732048035,sheets/029_in_to_out_ecd99ddf47ee.jpg,,,,
6d5782743a9f,in_to_out,images/I Wanna Marry Harry/22729_22778,images/I Wanna Marry Harry/22729_22778/00022755.jpg,images/I Wanna Marry Harry/22729_22778/00022756.jpg,0,0,0.7645582645393765,1,medium,0.7436498999595642,0.8281510472297668,0.8228052258491516,0.8070027232170105,sheets/030_in_to_out_6d5782743a9f.jpg,,,,
22bb949db2ef,in_to_out,images/Survivor/8811_8872,images/Survivor/8811_8872/00008860.jpg,images/Survivor/8811_8872/00008861.jpg,0,0,0.9931698098216277,1,large,0.14056043326854706,0.04460848867893219,0.04468251019716263,0.03484806418418884,sheets/031_in_to_out_22bb949db2ef.jpg,,,,
c6d534000007,out_to_in,images/West World/66648_66720,images/West World/66648_66720/00066651.jpg,images/West World/66648_66720/00066652.jpg,1,1,0.923216301045638,2,large,0.9035654067993164,0.9308620095252991,0.9357261657714844,0.9645997285842896,sheets/032_out_to_in_c6d534000007.jpg,,,,
76498837195c,in_to_out,images/Titanic/22897_23077,images/Titanic/22897_23077/00022987.jpg,images/Titanic/22897_23077/00022988.jpg,0,0,0.9985111601778452,1,large,0.006155617069453001,0.0014861864037811756,0.0019478782778605819,0.0018618744798004627,sheets/033_in_to_out_76498837195c.jpg,,,,
6a66661e5a2f,in_to_out,images/MLB Interview/1918_2098,images/MLB Interview/1918_2098/00002015.jpg,images/MLB Interview/1918_2098/00002016.jpg,2,2,0.9980044346880521,3,large,0.8535929322242737,0.9049752950668335,0.9240715503692627,0.9177165031433105,sheets/034_in_to_out_6a66661e5a2f.jpg,,,,
64260fc4d65a,out_to_in,images/Downton Abby/6323_6504,images/Downton Abby/6323_6504/00006450.jpg,images/Downton Abby/6323_6504/00006451.jpg,1,1,0.9864898007113605,2,large,0.9361157417297363,0.9601749777793884,0.9635936617851257,0.9441061615943909,sheets/035_out_to_in_64260fc4d65a.jpg,,,,
4f5d994c6b2f,in_to_out,images/Survivor/6743_6834,images/Survivor/6743_6834/00006795.jpg,images/Survivor/6743_6834/00006796.jpg,0,0,0.9879343695688466,2,large,0.94495689868927,0.961661159992218,0.9636043906211853,0.9596805572509766,sheets/036_in_to_out_4f5d994c6b2f.jpg,,,,
f87aca184f29,out_to_in,images/I Wanna Marry Harry/43972_44092,images/I Wanna Marry Harry/43972_44092/00044020.jpg,images/I Wanna Marry Harry/43972_44092/00044021.jpg,0,0,0.9780580253433011,2,large,0.5667756199836731,0.40944644808769226,0.3888504207134247,0.32119089365005493,sheets/037_out_to_in_f87aca184f29.jpg,,,,
e1db5c311b06,out_to_in,images/Jamie Oliver/2575_2675,images/Jamie Oliver/2575_2675/00002601.jpg,images/Jamie Oliver/2575_2675/00002602.jpg,0,0,0.980366931717255,2,medium,0.7931342124938965,0.891358494758606,0.8920252323150635,0.875905454158783,sheets/038_out_to_in_e1db5c311b06.jpg,,,,
4b4250d7d901,out_to_in,images/It's Always Sunny in Philadelphia/25440_25530,images/It's Always Sunny in Philadelphia/25440_25530/00025515.jpg,images/It's Always Sunny in Philadelphia/25440_25530/00025516.jpg,1,1,0.9780710012948798,2,large,0.01878807321190834,0.05062520503997803,0.03955729678273201,0.04851634427905083,sheets/039_out_to_in_4b4250d7d901.jpg,,,,
07ab94555c07,out_to_in,images/It's Always Sunny in Philadelphia/46470_46710,images/It's Always Sunny in Philadelphia/46470_46710/00046577.jpg,images/It's Always Sunny in Philadelphia/46470_46710/00046578.jpg,2,2,0.9722684114131483,4,large,0.8020543456077576,0.8933169841766357,0.8638283610343933,0.7778916954994202,sheets/040_out_to_in_07ab94555c07.jpg,,,,
7471f0df6efc,out_to_in,images/Titanic/419_600,images/Titanic/419_600/00000498.jpg,images/Titanic/419_600/00000499.jpg,1,1,0.9426102218838026,2,large,0.6923136711120605,0.8658967614173889,0.8497561812400818,0.9256548285484314,sheets/041_out_to_in_7471f0df6efc.jpg,,,,
bb4f0427bef4,out_to_in,images/Downton Abby/17292_17533,images/Downton Abby/17292_17533/00017416.jpg,images/Downton Abby/17292_17533/00017417.jpg,4,4,0.9818934595507971,5+,medium,0.27631643414497375,0.6500198841094971,0.5111861228942871,0.42710086703300476,sheets/042_out_to_in_bb4f0427bef4.jpg,,,,
fd96909a3f0b,out_to_in,images/CBS This Morning/12407_12648,images/CBS This Morning/12407_12648/00012620.jpg,images/CBS This Morning/12407_12648/00012621.jpg,1,1,0.9961135452717694,4,medium,0.8968963623046875,0.989571213722229,0.9888705015182495,0.9613480567932129,sheets/043_out_to_in_fd96909a3f0b.jpg,,,,
10fffe67ce64,in_to_out,images/I Wanna Marry Harry/5706_5779,images/I Wanna Marry Harry/5706_5779/00005763.jpg,images/I Wanna Marry Harry/5706_5779/00005764.jpg,1,1,0.9986440677966102,3,large,0.6791390776634216,0.7147836089134216,0.7181898355484009,0.7073417901992798,sheets/044_in_to_out_10fffe67ce64.jpg,,,,
3a6ffb1af979,out_to_in,images/Titanic/22897_23077,images/Titanic/22897_23077/00022978.jpg,images/Titanic/22897_23077/00022979.jpg,0,0,0.999319969375531,1,large,0.003614403773099184,0.005743736866861582,0.010200741700828075,0.00931323692202568,sheets/045_out_to_in_3a6ffb1af979.jpg,,,,
2f4ec241eb5a,in_to_out,images/Jamie Oliver/1175_1225,images/Jamie Oliver/1175_1225/00001178.jpg,images/Jamie Oliver/1175_1225/00001179.jpg,0,0,0.9935775422677205,2,large,0.974801778793335,0.9658617973327637,0.9689964652061462,0.9648841023445129,sheets/046_in_to_out_2f4ec241eb5a.jpg,,,,
43b46572cde0,out_to_in,images/CBS This Morning/1948_2128,images/CBS This Morning/1948_2128/00002095.jpg,images/CBS This Morning/1948_2128/00002096.jpg,0,0,0.989286102621181,1,large,0.015189476311206818,0.09348504990339279,0.12313861399888992,0.07625415921211243,sheets/047_out_to_in_43b46572cde0.jpg,,,,
be1f24f77095,in_to_out,images/CBS This Morning/12407_12648,images/CBS This Morning/12407_12648/00012540.jpg,images/CBS This Morning/12407_12648/00012541.jpg,0,0,0.9807987349225106,4,small,0.8390151858329773,0.9148737192153931,0.9202039837837219,0.901034414768219,sheets/048_in_to_out_be1f24f77095.jpg,,,,
59b38b4ebc5c,out_to_in,images/MLB Interview/6593_7193,images/MLB Interview/6593_7193/00006648.jpg,images/MLB Interview/6593_7193/00006649.jpg,0,0,0.9812824210286755,3,large,0.9189349412918091,0.9351522326469421,0.9511852264404297,0.9570286870002747,sheets/049_out_to_in_59b38b4ebc5c.jpg,,,,
6055e0995e90,in_to_out,images/West World/37512_37656,images/West World/37512_37656/00037547.jpg,images/West World/37512_37656/00037548.jpg,0,0,0.9662065400682983,2,medium,0.9853298664093018,0.9975571632385254,0.99782395362854,0.9978837370872498,sheets/050_in_to_out_6055e0995e90.jpg,,,,
5ea4aa5c235a,out_to_in,images/Jamie Oliver/1300_1350,images/Jamie Oliver/1300_1350/00001329.jpg,images/Jamie Oliver/1300_1350/00001330.jpg,0,0,0.9781366774429349,2,medium,0.8845515251159668,0.882850706577301,0.8881469964981079,0.8723225593566895,sheets/051_out_to_in_5ea4aa5c235a.jpg,,,,
12d1798a94f9,in_to_out,images/West World/24168_24240,images/West World/24168_24240/00024221.jpg,images/West World/24168_24240/00024222.jpg,0,0,0.9712956655668815,2,large,0.6458289623260498,0.833567202091217,0.8474931120872498,0.860721230506897,sheets/052_in_to_out_12d1798a94f9.jpg,,,,
2259772cd6d8,out_to_in,images/Titanic/6293_6474,images/Titanic/6293_6474/00006394.jpg,images/Titanic/6293_6474/00006395.jpg,2,2,0.9746923908749056,3,medium,0.839590847492218,0.9645989537239075,0.9624463319778442,0.9651557803153992,sheets/053_out_to_in_2259772cd6d8.jpg,,,,
95af0111ed61,out_to_in,images/Survivor/15524_15675,images/Survivor/15524_15675/00015668.jpg,images/Survivor/15524_15675/00015669.jpg,3,3,0.9852579460627875,5+,medium,0.9131425619125366,0.983905017375946,0.9833295345306396,0.9771247506141663,sheets/054_out_to_in_95af0111ed61.jpg,,,,
54ac073aac48,in_to_out,images/CBS This Morning/5784_5995,images/CBS This Morning/5784_5995/00005915.jpg,images/CBS This Morning/5784_5995/00005916.jpg,0,0,1.0,3,medium,0.926622211933136,0.7972441911697388,0.8169746994972229,0.8223915100097656,sheets/055_in_to_out_54ac073aac48.jpg,,,,
dd9c15340b3c,in_to_out,images/Jamie Oliver/5200_5375,images/Jamie Oliver/5200_5375/00005268.jpg,images/Jamie Oliver/5200_5375/00005269.jpg,1,1,0.9548737863271987,2,medium,0.8488742113113403,0.808763861656189,0.8408082127571106,0.7416788935661316,sheets/056_in_to_out_dd9c15340b3c.jpg,,,,
17c74b980650,out_to_in,images/It's Always Sunny in Philadelphia/25230_25410,images/It's Always Sunny in Philadelphia/25230_25410/00025269.jpg,images/It's Always Sunny in Philadelphia/25230_25410/00025270.jpg,1,1,0.9785561249145522,2,large,0.6010817289352417,0.24583286046981812,0.196089968085289,0.19754888117313385,sheets/057_out_to_in_17c74b980650.jpg,,,,
e595218567b3,in_to_out,images/CBS This Morning/7162_7283,images/CBS This Morning/7162_7283/00007219.jpg,images/CBS This Morning/7162_7283/00007220.jpg,4,4,1.0,5+,medium,0.7720787525177002,0.7595133781433105,0.8310778141021729,0.8143478035926819,sheets/058_in_to_out_e595218567b3.jpg,,,,
2585663312d0,in_to_out,images/Titanic/7732_7853,images/Titanic/7732_7853/00007800.jpg,images/Titanic/7732_7853/00007801.jpg,1,1,0.9641024908694305,2,large,0.15182539820671082,0.05770859494805336,0.06695214658975601,0.03580421209335327,sheets/059_in_to_out_2585663312d0.jpg,,,,
c2625dd6c68a,out_to_in,images/Jamie Oliver/2250_2275,images/Jamie Oliver/2250_2275/00002264.jpg,images/Jamie Oliver/2250_2275/00002265.jpg,1,1,0.9388304866379542,2,medium,0.9378153085708618,0.9145042896270752,0.9281409978866577,0.9069915413856506,sheets/060_out_to_in_c2625dd6c68a.jpg,,,,
835e91d348b7,in_to_out,images/It's Always Sunny in Philadelphia/46470_46710,images/It's Always Sunny in Philadelphia/46470_46710/00046576.jpg,images/It's Always Sunny in Philadelphia/46470_46710/00046577.jpg,2,2,0.9721069378366796,4,large,0.8388455510139465,0.9311563968658447,0.9086096882820129,0.8487674593925476,sheets/061_in_to_out_835e91d348b7.jpg,,,,
44be790cd369,out_to_in,images/Jamie Oliver/1225_1300,images/Jamie Oliver/1225_1300/00001272.jpg,images/Jamie Oliver/1225_1300/00001273.jpg,0,0,0.9269818101084514,2,large,0.9430142641067505,0.969186007976532,0.9751300811767578,0.9690592288970947,sheets/062_out_to_in_44be790cd369.jpg,,,,
6069ab8a0fb7,in_to_out,images/Survivor/7372_7463,images/Survivor/7372_7463/00007427.jpg,images/Survivor/7372_7463/00007428.jpg,1,1,0.8613549717405159,3,small,0.49524539709091187,0.24550363421440125,0.1965276449918747,0.187255859375,sheets/063_in_to_out_6069ab8a0fb7.jpg,,,,
ac3500e97bbf,in_to_out,images/MLB Interview/6593_7193,images/MLB Interview/6593_7193/00007054.jpg,images/MLB Interview/6593_7193/00007055.jpg,0,0,0.9928921225511832,3,large,0.9055188298225403,0.9491082429885864,0.9594044089317322,0.9570319652557373,sheets/064_in_to_out_ac3500e97bbf.jpg,,,,
0e07cb778d2a,out_to_in,images/CBS This Morning/11118_11359,images/CBS This Morning/11118_11359/00011273.jpg,images/CBS This Morning/11118_11359/00011274.jpg,1,1,0.9866960107379971,4,medium,0.9501853585243225,0.9928532242774963,0.9951838850975037,0.9899134635925293,sheets/065_out_to_in_0e07cb778d2a.jpg,,,,
c4d39a38ac42,out_to_in,images/Titanic/7732_7853,images/Titanic/7732_7853/00007831.jpg,images/Titanic/7732_7853/00007832.jpg,1,1,0.9804756048460269,2,large,0.8233662843704224,0.9423513412475586,0.9427404403686523,0.9039856195449829,sheets/066_out_to_in_c4d39a38ac42.jpg,,,,
fe3a319f33e8,out_to_in,images/MLB Interview/18341_18942,images/MLB Interview/18341_18942/00018507.jpg,images/MLB Interview/18341_18942/00018508.jpg,3,3,0.9991467576791809,4,large,0.8689001798629761,0.9699963331222534,0.9811813235282898,0.9794513583183289,sheets/067_out_to_in_fe3a319f33e8.jpg,,,,
1f49ba1f92ad,out_to_in,images/Downton Abby/2967_3177,images/Downton Abby/2967_3177/00003110.jpg,images/Downton Abby/2967_3177/00003111.jpg,1,1,0.9959677827032865,2,large,0.6094366908073425,0.8382179141044617,0.8347010612487793,0.8228030800819397,sheets/068_out_to_in_1f49ba1f92ad.jpg,,,,
bc9bb91624d4,out_to_in,images/Hell's Kitchen/110799_110830,images/Hell's Kitchen/110799_110830/00110821.jpg,images/Hell's Kitchen/110799_110830/00110822.jpg,0,0,0.9152708990061749,1,large,0.8759781718254089,0.940481424331665,0.9459702968597412,0.9237524271011353,sheets/069_out_to_in_bc9bb91624d4.jpg,,,,
f8662bf5d2f4,in_to_out,images/It's Always Sunny in Philadelphia/25230_25410,images/It's Always Sunny in Philadelphia/25230_25410/00025321.jpg,images/It's Always Sunny in Philadelphia/25230_25410/00025322.jpg,1,1,0.9912534450102443,2,large,0.8243308067321777,0.9066027998924255,0.8800036311149597,0.8916491270065308,sheets/070_in_to_out_f8662bf5d2f4.jpg,,,,
87641050729d,out_to_in,images/Jamie Oliver/5200_5375,images/Jamie Oliver/5200_5375/00005298.jpg,images/Jamie Oliver/5200_5375/00005299.jpg,0,0,0.9755236825840694,2,large,0.9390342235565186,0.9466726183891296,0.952543318271637,0.9331619739532471,sheets/071_out_to_in_87641050729d.jpg,,,,
e25a0f80e596,out_to_in,images/Survivor/8811_8872,images/Survivor/8811_8872/00008811.jpg,images/Survivor/8811_8872/00008812.jpg,0,0,0.9944638688433535,1,large,0.0017067166045308113,0.09242381155490875,0.09668780118227005,0.06660224497318268,sheets/072_out_to_in_e25a0f80e596.jpg,,,,
acab55acb07b,out_to_in,images/Downton Abby/12797_12948,images/Downton Abby/12797_12948/00012879.jpg,images/Downton Abby/12797_12948/00012880.jpg,1,1,0.9899100356751939,2,large,0.9037453532218933,0.9640076160430908,0.9651919603347778,0.9623426198959351,sheets/073_out_to_in_acab55acb07b.jpg,,,,
9ee4f0e0c46b,out_to_in,images/CBS This Morning/5784_5995,images/CBS This Morning/5784_5995/00005885.jpg,images/CBS This Morning/5784_5995/00005886.jpg,0,0,0.9843781437085589,3,medium,0.8750017881393433,0.8979967832565308,0.8845224976539612,0.891986072063446,sheets/074_out_to_in_9ee4f0e0c46b.jpg,,,,
19d83f5b1df0,in_to_out,images/Downton Abby/6323_6504,images/Downton Abby/6323_6504/00006446.jpg,images/Downton Abby/6323_6504/00006447.jpg,1,1,0.991820580711566,2,large,0.7198977470397949,0.4282231628894806,0.45563805103302,0.3460446298122406,sheets/075_in_to_out_19d83f5b1df0.jpg,,,,
27d73d23bbea,out_to_in,images/Downton Abby/3176_3267,images/Downton Abby/3176_3267/00003234.jpg,images/Downton Abby/3176_3267/00003235.jpg,0,0,0.997308570843423,2,large,0.5473286509513855,0.8471646308898926,0.8677305579185486,0.7441094517707825,sheets/076_out_to_in_27d73d23bbea.jpg,,,,
a496b3484519,out_to_in,images/Downton Abby/15434_15495,images/Downton Abby/15434_15495/00015468.jpg,images/Downton Abby/15434_15495/00015469.jpg,3,3,0.9836327871128941,5+,large,0.7662037014961243,0.8406769037246704,0.8666825890541077,0.8354722857475281,sheets/077_out_to_in_a496b3484519.jpg,,,,
31748d1ffdb2,in_to_out,images/West World/74424_74568,images/West World/74424_74568/00074557.jpg,images/West World/74424_74568/00074558.jpg,1,1,0.9963993523223099,3,large,0.7161715626716614,0.798459529876709,0.7900079488754272,0.6129517555236816,sheets/078_in_to_out_31748d1ffdb2.jpg,,,,
c75f8d87e300,out_to_in,images/West World/45648_45696,images/West World/45648_45696/00045670.jpg,images/West World/45648_45696/00045671.jpg,0,0,0.9974245935810385,1,large,0.42542997002601624,0.020459551364183426,0.03480450436472893,0.010319237597286701,sheets/079_out_to_in_c75f8d87e300.jpg,,,,
9ffcdb8292a5,in_to_out,images/Jamie Oliver/1300_1350,images/Jamie Oliver/1300_1350/00001307.jpg,images/Jamie Oliver/1300_1350/00001308.jpg,0,0,0.9907510148849797,2,medium,0.7363091111183167,0.8839254379272461,0.8945095539093018,0.8695693016052246,sheets/080_in_to_out_9ffcdb8292a5.jpg,,,,
7d57ff3e13c7,out_to_in,images/Survivor/24575_24726,images/Survivor/24575_24726/00024626.jpg,images/Survivor/24575_24726/00024627.jpg,1,1,0.9920061948575832,2,large,0.8721871376037598,0.9121448993682861,0.8799254894256592,0.8977654576301575,sheets/081_out_to_in_7d57ff3e13c7.jpg,,,,
1fe423395e4b,out_to_in,images/Titanic/10369_10490,images/Titanic/10369_10490/00010444.jpg,images/Titanic/10369_10490/00010445.jpg,0,0,0.9960409105905647,3,large,0.9463483691215515,0.9511522054672241,0.952165424823761,0.9625056385993958,sheets/082_out_to_in_1fe423395e4b.jpg,,,,
120cf4fec4d6,in_to_out,images/Downton Abby/6953_7043,images/Downton Abby/6953_7043/00007035.jpg,images/Downton Abby/6953_7043/00007036.jpg,0,0,0.9784205547314334,1,large,0.7226327657699585,0.7176551818847656,0.7382213473320007,0.5764437913894653,sheets/083_in_to_out_120cf4fec4d6.jpg,,,,
82f084776884,in_to_out,images/Survivor/24575_24726,images/Survivor/24575_24726/00024722.jpg,images/Survivor/24575_24726/00024723.jpg,1,1,0.9452699576423824,2,large,0.9839494824409485,0.9919030070304871,0.9901873469352722,0.9916741251945496,sheets/084_in_to_out_82f084776884.jpg,,,,
70b9b73a3b18,in_to_out,images/MLB Interview/1078_1139,images/MLB Interview/1078_1139/00001119.jpg,images/MLB Interview/1078_1139/00001120.jpg,2,2,0.9926560587515302,3,large,0.9199002385139465,0.9808874130249023,0.9879191517829895,0.9837002158164978,sheets/085_in_to_out_70b9b73a3b18.jpg,,,,
